korean,romanization,german,level,pos_de,example_korean,example_german,topic,pack_id,pack_order,is_review_boss,english,pos_en,example_english,id
가장,gajang,am meisten,A1,Adverb,이 케이크가 가장 맛있어요.,Dieser Kuchen ist am leckersten.,Alltag,a1_adverbs_1,1,false,most,Adverb,This cake is the tastiest.,vocab_a1_0779
그래서,geuraeseo,deshalb,A1,Adverb,저는 배가 아파요. 그래서 병원에 가요.,Mein Bauch tut weh. Deshalb gehe ich ins Krankenhaus.,Gesundheit,a1_adverbs_1,2,false,"so, therefore",Adverb,My stomach hurts. So I'm going to the hospital.,vocab_a1_0780
그러니까,geureonikka,deswegen,A1,Adverb,저는 시간이 없어요. 그러니까 빨리 가요.,Ich habe keine Zeit. Deswegen gehe ich schnell.,Alltag,a1_adverbs_1,3,false,"so, that's why",Adverb,I have no time. So let's go quickly.,vocab_a1_0781
그러면,geureomyeon,dann,A1,Adverb,저는 배가 고파요. 그러면 같이 밥을 먹어요.,Ich habe Hunger. Dann lasst uns zusammen essen.,Essen & Trinken,a1_adverbs_1,4,false,"then, if so",Adverb,I'm hungry. Then let's eat together.,vocab_a1_0782
그런데,geureonde,aber,A1,Adverb,이 가방이 예뻐요. 그런데 너무 비싸요.,Diese Tasche ist hübsch. Aber sie ist zu teuer.,Einkaufen,a1_adverbs_1,5,false,"but, by the way",Adverb,This bag is pretty. But it's too expensive.,vocab_a1_0783
그럼,geureom,dann,A1,Adverb,저는 오늘 바빠요. 그럼 내일 만나요.,Ich bin heute beschäftigt. Dann treffen wir uns morgen.,Alltag,a1_adverbs_1,6,false,then,Adverb,I'm busy today. Then let's meet tomorrow.,vocab_a1_0784
그렇지만,geureochiman,"aber, dennoch",A1,Adverb,이 음식이 매워요. 그렇지만 맛있어요.,Dieses Essen ist scharf. Aber es ist lecker.,Essen & Trinken,a1_adverbs_1,7,false,"but, however",Adverb,This food is spicy. But it's delicious.,vocab_a1_0785
그리고,geurigo,und,A1,Adverb,저는 아침에 빵을 먹어요. 그리고 커피를 마셔요.,Am Morgen esse ich Brot. Und ich trinke Kaffee.,Essen & Trinken,a1_adverbs_1,8,false,and,Adverb,In the morning I eat bread. And I drink coffee.,vocab_a1_0786
못,mot,nicht können,A1,Adverb,저는 매운 음식을 못 먹어요.,Ich kann kein scharfes Essen essen.,Essen & Trinken,a1_adverbs_1,9,false,cannot,Adverb,I can't eat spicy food.,vocab_a1_0787
보통,botong,normalerweise,A1,Adverb,저는 보통 아침에 커피를 마셔요.,Normalerweise trinke ich morgens Kaffee.,Alltag,a1_adverbs_1,10,false,usually,Adverb,I usually drink coffee in the morning.,vocab_a1_0788
아주,aju,sehr,A1,Adverb,이 영화가 아주 재미있어요.,Dieser Film ist sehr interessant.,Freizeit,a1_adverbs_1,11,false,very,Adverb,This movie is very interesting.,vocab_a1_0789
아직,ajik,noch,A1,Adverb,저는 아직 숙제를 안 했어요.,Ich habe die Hausaufgaben noch nicht gemacht.,Bildung,a1_adverbs_1,12,false,"still, yet",Adverb,I haven't done my homework yet.,vocab_a1_0790
안녕히,annyeonghi,wohlbehalten,A1,Adverb,"선생님, 안녕히 가세요!","Lehrer, auf Wiedersehen!",Begrüßung,a1_adverbs_2,1,false,(in) peace (farewell),Adverb,"Teacher, goodbye!",vocab_a1_0791
얼마나,eolmana,wie sehr,A1,Adverb,이 가방이 얼마나 비싸요?,Wie teuer ist diese Tasche?,Einkaufen,a1_adverbs_2,2,false,"how much, how",Adverb,How expensive is this bag?,vocab_a1_0792
열심히,yeolsimhi,fleißig,A1,Adverb,저는 한국어를 열심히 공부해요.,Ich lerne fleißig Koreanisch.,Bildung,a1_adverbs_2,3,false,"hard, diligently",Adverb,I study Korean hard.,vocab_a1_0793
왜,wae,warum,A1,Adverb,이 우산이 왜 여기 있어요?,Warum ist dieser Regenschirm hier?,Alltag,a1_adverbs_2,4,false,why,Adverb,Why is this umbrella here?,vocab_a1_0794
잘,jal,gut,A1,Adverb,저는 잠을 잘 자요.,Ich schlafe gut.,Alltag,a1_adverbs_2,5,false,well,Adverb,I sleep well.,vocab_a1_0795
참,cham,wirklich,A1,Adverb,이 김치찌개가 참 맛있어요.,Dieser Kimchi-Eintopf ist wirklich lecker.,Essen & Trinken,a1_adverbs_2,6,false,really,Adverb,This kimchi stew is really delicious.,vocab_a1_0796
하지만,hajiman,aber,A1,Adverb,저는 피곤해요. 하지만 숙제를 해요.,Ich bin müde. Aber ich mache die Hausaufgaben.,Bildung,a1_adverbs_2,7,false,but,Adverb,I'm tired. But I do my homework.,vocab_a1_0797
그,geu,er (jene Person),A1,Pronomen,그는 한국어 학생이에요.,Er ist ein Koreanisch-Student.,Beruf,a1_pronouns_1,1,false,he (that person),Pronoun,He is a Korean-language student.,vocab_a1_0798
그것,geugeot,das (da),A1,Pronomen,그것은 안 비싸요.,Das ist nicht teuer.,Einkaufen,a1_pronouns_1,2,false,that (thing),Pronoun,That is not expensive.,vocab_a1_0799
그쪽,geujjok,die Richtung,A1,Pronomen,이 지하철은 그쪽으로 안 가요.,Diese U-Bahn fährt nicht in die Richtung.,Verkehr,a1_pronouns_1,3,false,that way,Pronoun,This subway doesn't go that way.,vocab_a1_0800
내,nae,mein,A1,Pronomen,내 이름은 준이에요.,Mein Name ist Jun.,Selbstvorstellung,a1_pronouns_1,4,false,my,Pronoun,My name is Jun.,vocab_a1_0801
