korean,romanization,german,level,pos_de,example_korean,example_german,topic,pack_id,pack_order,is_review_boss,english,pos_en,example_english,id
잔치,janchi,"Fest, Feier",A2,Nomen,할머니 칠순이라 주말에 잔치를 해요.,Am Wochenende gibt es eine Feier zum 70. Geburtstag meiner Oma.,Freizeit,a2_events_1,9,false,"feast, celebration",Noun,We're having a party for my grandma's seventieth birthday this weekend.,vocab_a2_0702
결혼,gyeolhon,"Hochzeit, Heirat",A2,Nomen,"대박, 두 사람이 다음 달에 결혼을 해요!","Wahnsinn, die beiden heiraten nächsten Monat!",Freizeit,a2_events_1,10,true,"marriage, wedding",Noun,"Wow, the two of them are getting married next month!",vocab_a2_0703
환영,hwanyeong,"Willkommen, Begrüßung",A2,Nomen,"레나 씨, 환영해요! 여기 같이 앉아요.","Lena, herzlich willkommen! Setzen Sie sich doch zu uns.",Freizeit,a2_events_1,11,false,welcome,Noun,"Lena, welcome! Come and sit with us.",vocab_a2_0704
연말,yeonmal,Jahresende,A2,Nomen,"마야 씨, 연말에는 같이 밥 한번 먹어요.","Maya, lassen Sie uns zum Jahresende mal zusammen essen gehen.",Freizeit,a2_events_1,12,false,year-end,Noun,"Maya, let's have a meal together toward the end of the year.",vocab_a2_0705
메일,meil,E-Mail,A2,Nomen,"안드레아 씨, 사진을 메일로 보내도 돼요?","Andrea, darf ich das Foto per E-Mail schicken?",Kommunikation,a2_messenger_phone_1,7,false,email,Noun,"Andrea, can I send the photo by email?",vocab_a2_0696
연결,yeongyeol,Verbindung,A2,Nomen,인터넷 연결을 바꿨어요. 이제 사진을 보낼게요.,Ich habe die Internetverbindung gewechselt. Jetzt schicke ich das Foto.,Kommunikation,a2_messenger_phone_1,8,false,connection,Noun,I changed the internet connection. I'll send the photo now.,vocab_a2_0697
전화기,jeonhwagi,Telefon,A2,Nomen,가게 전화기를 바꿨어요. 이제 소리가 잘 들려요.,Ich habe das Telefon im Laden ausgetauscht. Jetzt ist der Ton klar.,Kommunikation,a2_messenger_phone_1,9,true,telephone,Noun,I replaced the phone at the shop. Now the sound is clear.,vocab_a2_0698
들리다,deullida,zu hören sein,A2,Verb,"크리스티안, 잘 들려? 여기는 좀 시끄러워.","Christian, hörst du mich gut? Hier ist es etwas laut.",Kommunikation,a2_messenger_phone_1,10,false,to be audible,Verb,"Christian, can you hear me clearly? It's a bit noisy here.",vocab_a2_0699
소식,sosik,Nachricht,A2,Nomen,친구 결혼 소식을 듣고 바로 전화했어요.,Ich habe von einer Hochzeit im Freundeskreis gehört und gleich angerufen.,Kommunikation,a2_messenger_phone_1,11,false,news,Noun,I heard that a friend was getting married and called right away.,vocab_a2_0700
물어보다,mureoboda,"fragen, sich erkundigen",A2,Verb,길을 모르면 저 사람에게 물어보세요.,"Wenn Sie den Weg nicht kennen, fragen Sie die Person dort.",Kommunikation,a2_messenger_phone_1,12,false,to ask,Verb,"If you don't know the way, ask the person over there.",vocab_a2_0701
도움,doum,Hilfe,A2,Nomen,"다니엘 씨, 도움이 필요해요. 이 문제를 모르겠어요.","Daniel, ich brauche Hilfe. Ich verstehe diese Aufgabe nicht.",Alltag,a2_problems_help_1,1,true,help,Noun,"Daniel, I need help. I don't understand this problem.",vocab_a2_0706
고장,gojang,"Defekt, Panne",A2,Nomen,"크리스티안, 컴퓨터가 또 고장이 났어? 내 거 써.","Christian, ist dein Computer schon wieder kaputt? Nimm meinen.",Alltag,a2_problems_help_1,2,true,"breakdown, malfunction",Noun,"Christian, did your computer break down again? Use mine.",vocab_a2_0707
잃다,ilta,verlieren,A2,Verb,지갑을 잃었어요. 혹시 여기에서 보셨어요?,Ich habe meine Brieftasche verloren. Haben Sie sie vielleicht hier gesehen?,Alltag,a2_problems_help_1,3,false,to lose,Verb,I've lost my wallet. Have you seen it here by any chance?,vocab_a2_0708
막히다,makida,"verstopft sein, im Stau stehen",A2,Verb,길이 막혔어요. 지하철로 갈까요?,Es gibt einen Stau. Nehmen wir die U-Bahn?,Alltag,a2_problems_help_1,4,false,"to be blocked, congested",Verb,There's a traffic jam. Shall we take the subway?,vocab_a2_0709
전기,jeongi,"Elektrizität, Strom",A2,Nomen,전기가 나가서 촛불을 켰어요.,"Der Strom ist ausgefallen, also habe ich eine Kerze angezündet.",Alltag,a2_problems_help_1,5,false,electricity,Noun,"The power went out, so I lit a candle.",vocab_a2_0710
유리,yuri,Glas,A2,Nomen,이 컵은 유리로 만들었어요. 안이 잘 보여요.,Dieser Becher ist aus Glas. Man kann gut hineinsehen.,Alltag,a2_problems_help_1,6,false,glass,Noun,This cup is made of glass. You can see inside clearly.,vocab_a2_0711
