id,level,ko,de,en,field_notes,상태,jin_memo
cloze_a1_0393,a1,크리스티안은 회사원이에요.,Christian ist Angestellter.,Christian is an office worker.,rights: original_clean_room; answer=회사원; topic=Person; unit=a1_02_self_intro_identity; derived from vocab_a1_0459,approved,"Jin 승인 2026-09-15 (owner chat: 'batch_25_a1_jin_sample 승인'; 7/64 표본); C3-T2 승격, Fable 배분어 위생 재선정"
cloze_a1_0394,a1,제 어머니는 주부예요.,Meine Mutter ist Hausfrau.,My mother is a housewife.,rights: original_clean_room; answer=주부; topic=Person; unit=a1_02_self_intro_identity; derived from vocab_a1_0460,approved,"Jin 승인 2026-09-15 (owner chat: 'batch_25_a1_jin_sample 승인'; 7/64 표본); C3-T2 승격, Fable 배분어 위생 재선정"
cloze_a1_0395,a1,저 사람은 누구예요?,Wer ist die Person dort?,Who is that person?,rights: original_clean_room; answer=누구; topic=Person; unit=a1_02_self_intro_identity; derived from vocab_a1_0461,approved,"Jin 승인 2026-09-15 (owner chat: 'batch_25_a1_jin_sample 승인'; 7/64 표본); C3-T2 승격, Fable 배분어 위생 재선정"
cloze_a1_0396,a1,"여러분, 안녕하세요!","Hallo, alle zusammen!","Hello, everyone!",rights: original_clean_room; answer=여러분; topic=Person; unit=a1_02_self_intro_identity; derived from vocab_a1_0462,approved,"Jin 승인 2026-09-15 (owner chat: 'batch_25_a1_jin_sample 승인'; 7/64 표본); C3-T2 승격, Fable 배분어 위생 재선정"
cloze_a1_0397,a1,아침에 우유를 마셔요.,Am Morgen trinke ich Milch.,I drink milk in the morning.,rights: original_clean_room; answer=우유; topic=Essen & Trinken; unit=a1_04_order_request_object; derived from vocab_a1_0463,approved,"Jin 승인 2026-09-15 (owner chat: 'batch_25_a1_jin_sample 승인'; 7/64 표본); C3-T2 승격, Fable 배분어 위생 재선정"
cloze_a1_0398,a1,저는 귤을 좋아해요.,Ich mag Mandarinen.,I like tangerines.,rights: original_clean_room; answer=귤을; topic=Essen & Trinken; unit=a1_04_order_request_object; derived from vocab_a1_0464,approved,"Jin 승인 2026-09-15 (owner chat: 'batch_25_a1_jin_sample 승인'; 7/64 표본); C3-T2 승격, Fable 배분어 위생 재선정"
cloze_a1_0399,a1,저는 바나나를 좋아해요.,Ich mag Bananen.,I like bananas.,rights: original_clean_room; answer=바나나; topic=Essen & Trinken; unit=a1_04_order_request_object; derived from vocab_a1_0465,approved,"Jin 승인 2026-09-15 (owner chat: 'batch_25_a1_jin_sample 승인'; 7/64 표본); C3-T2 승격, Fable 배분어 위생 재선정"
cloze_a1_0400,a1,생일에 케이크를 먹어요.,Am Geburtstag isst man Kuchen.,We eat cake on birthdays.,rights: original_clean_room; answer=케이크; topic=Essen & Trinken; unit=a1_04_order_request_object; derived from vocab_a1_0466,approved,"Jin 승인 2026-09-15 (owner chat: 'batch_25_a1_jin_sample 승인'; 7/64 표본); C3-T2 승격, Fable 배분어 위생 재선정"
cloze_a1_0401,a1,모레 다시 만나요.,Wir treffen uns übermorgen wieder.,Let's meet again the day after tomorrow.,rights: original_clean_room; answer=모레; topic=Zeit; unit=a1_05_numbers_time; derived from vocab_a1_0467,approved,"Jin 승인 2026-09-15 (owner chat: 'batch_25_a1_jin_sample 승인'; 7/64 표본); C3-T2 승격, Fable 배분어 위생 재선정"
cloze_a1_0402,a1,그저께 학교에 안 갔어요.,Vorgestern bin ich nicht zur Schule gegangen.,I didn't go to school the day before yesterday.,rights: original_clean_room; answer=그저께; topic=Zeit; unit=a1_05_numbers_time; derived from vocab_a1_0468,approved,"Jin 승인 2026-09-15 (owner chat: 'batch_25_a1_jin_sample 승인'; 7/64 표본); C3-T2 승격, Fable 배분어 위생 재선정"
cloze_a1_0403,a1,작년에 한국에 왔어요.,Letztes Jahr bin ich nach Korea gekommen.,I came to Korea last year.,rights: original_clean_room; answer=작년; topic=Zeit; unit=a1_05_numbers_time; derived from vocab_a1_0469,approved,"Jin 승인 2026-09-15 (owner chat: 'batch_25_a1_jin_sample 승인'; 7/64 표본); C3-T2 승격, Fable 배분어 위생 재선정"
cloze_a1_0404,a1,내년에 독일에 가요.,Nächstes Jahr fahre ich nach Deutschland.,Next year I'm going to Germany.,rights: original_clean_room; answer=내년; topic=Zeit; unit=a1_05_numbers_time; derived from vocab_a1_0470,approved,"Jin 승인 2026-09-15 (owner chat: 'batch_25_a1_jin_sample 승인'; 7/64 표본); C3-T2 승격, Fable 배분어 위생 재선정"
cloze_a1_0405,a1,친구가 한 명 있어요.,Ich habe einen Freund.,I have one friend.,rights: original_clean_room; answer=한 명; topic=Menge; unit=a1_05_numbers_time; derived from vocab_a1_0471,approved,"Jin 승인 2026-09-15 (owner chat: 'batch_25_a1_jin_sample 승인'; 7/64 표본); C3-T2 승격, Fable 배분어 위생 재선정"
cloze_a1_0406,a1,친구가 두 명 있어요.,Ich habe zwei Freunde.,I have two friends.,rights: original_clean_room; answer=두 명; topic=Menge; unit=a1_05_numbers_time; derived from vocab_a1_0472,approved,"Jin 승인 2026-09-15 (owner chat: 'batch_25_a1_jin_sample 승인'; 7/64 표본); C3-T2 승격, Fable 배분어 위생 재선정"
cloze_a1_0407,a1,가족이 세 명이에요.,Meine Familie hat drei Personen.,My family has three people.,rights: original_clean_room; answer=세 명이에요; topic=Menge; unit=a1_05_numbers_time; derived from vocab_a1_0473,approved,"Jin 승인 2026-09-15 (owner chat: 'batch_25_a1_jin_sample 승인'; 7/64 표본); C3-T2 승격, Fable 배분어 위생 재선정"
cloze_a1_0408,a1,어느 나라에서 왔어요?,Aus welchem Land kommen Sie?,Which country are you from?,rights: original_clean_room; answer=어느; topic=Menge; unit=a1_05_numbers_time; derived from vocab_a1_0474,approved,"Jin 승인 2026-09-15 (owner chat: 'batch_25_a1_jin_sample 승인'; 7/64 표본); C3-T2 승격, Fable 배분어 위생 재선정"
cloze_a1_0409,a1,이따가 학교에 가요.,Ich gehe später zur Schule.,I'll go to school later.,rights: original_clean_room; answer=이따가; topic=Zeit; unit=a1_05_numbers_time; derived from vocab_a1_0475,approved,"Jin 승인 2026-09-15 (owner chat: 'batch_25_a1_jin_sample 승인'; 7/64 표본); C3-T2 승격, Fable 배분어 위생 재선정"
cloze_a1_0410,a1,저는 지금 바로 가요.,Ich gehe jetzt sofort.,I'm going right now.,rights: original_clean_room; answer=바로; topic=Zeit; unit=a1_05_numbers_time; derived from vocab_a1_0476,approved,"Jin 승인 2026-09-15 (owner chat: 'batch_25_a1_jin_sample 승인'; 7/64 표본); C3-T2 승격, Fable 배분어 위생 재선정"
cloze_a1_0411,a1,저는 주로 아침에 커피를 마셔요.,Ich trinke morgens meistens Kaffee.,I usually drink coffee in the morning.,rights: original_clean_room; answer=주로; topic=Zeit; unit=a1_05_numbers_time; derived from vocab_a1_0477,approved,"Jin 승인 2026-09-15 (owner chat: 'batch_25_a1_jin_sample 승인'; 7/64 표본); C3-T2 승격, Fable 배분어 위생 재선정"
cloze_a1_0412,a1,어서 오세요!,Herzlich willkommen!,Welcome!,rights: original_clean_room; answer=어서; topic=Zeit; unit=a1_05_numbers_time; derived from vocab_a1_0478,approved,"Jin 승인 2026-09-15 (owner chat: 'batch_25_a1_jin_sample 승인'; 7/64 표본); C3-T2 승격, Fable 배분어 위생 재선정"
cloze_a1_0413,a1,"예, 알겠습니다.","Ja, verstanden.","Yes, understood.",rights: original_clean_room; answer=알겠습니다; topic=Höflichkeit; unit=a1_01_greetings_hangul; derived from vocab_a1_0479,approved,"Jin 승인 2026-09-15 (owner chat: 'batch_25_a1_jin_sample 승인'; 7/64 표본); C3-T2 승격, Fable 배분어 위생 재선정"
cloze_a1_0414,a1,"글쎄요, 모르겠어요.","Na ja, ich weiß es nicht.",Well... I don't know.,rights: original_clean_room; answer=글쎄요; topic=Höflichkeit; unit=a1_01_greetings_hangul; derived from vocab_a1_0480,approved,"Jin 승인 2026-09-15 (owner chat: 'batch_25_a1_jin_sample 승인'; 7/64 표본); C3-T2 승격, Fable 배분어 위생 재선정"
cloze_a1_0415,a1,"와, 정말 좋아요!","Wow, das ist wirklich toll!","Wow, that's really great!",rights: original_clean_room; answer=좋아요; topic=Höflichkeit; unit=a1_01_greetings_hangul; derived from vocab_a1_0481,approved,"Jin 승인 2026-09-15 (owner chat: 'batch_25_a1_jin_sample 승인'; 7/64 표본); C3-T2 승격, Fable 배분어 위생 재선정"
cloze_a1_0416,a1,"음, 모르겠어요.","Hm, ich weiß es nicht.","Hmm, I don't know.",rights: original_clean_room; answer=모르겠어요; topic=Höflichkeit; unit=a1_01_greetings_hangul; derived from vocab_a1_0482,approved,"Jin 승인 2026-09-15 (owner chat: 'batch_25_a1_jin_sample 승인'; 7/64 표본); C3-T2 승격, Fable 배분어 위생 재선정"
cloze_a1_0417,a1,밥을 다 먹었어요.,Ich habe alles aufgegessen.,I ate everything.,rights: original_clean_room; answer=다 먹었어요; topic=Alltag; unit=a1_12_daily_negation; derived from vocab_a1_0483,approved,"Jin 승인 2026-09-15 (owner chat: 'batch_25_a1_jin_sample 승인'; 7/64 표본); C3-T2 승격, Fable 배분어 위생 재선정"
cloze_a1_0418,a1,물 좀 주세요.,Bitte geben Sie mir etwas Wasser.,Please give me some water.,rights: original_clean_room; answer=좀 주세요; topic=Alltag; unit=a1_12_daily_negation; derived from vocab_a1_0484,approved,"Jin 승인 2026-09-15 (owner chat: 'batch_25_a1_jin_sample 승인'; 7/64 표본); C3-T2 승격, Fable 배분어 위생 재선정"
cloze_a1_0419,a1,내일 꼭 오세요.,Kommen Sie morgen unbedingt.,Please be sure to come tomorrow.,rights: original_clean_room; answer=꼭 오세요; topic=Alltag; unit=a1_12_daily_negation; derived from vocab_a1_0485,approved,"Jin 승인 2026-09-15 (owner chat: 'batch_25_a1_jin_sample 승인'; 7/64 표본); C3-T2 승격, Fable 배분어 위생 재선정"
cloze_a1_0420,a1,우리 함께 가요.,Lass uns zusammen gehen.,Let's go together.,rights: original_clean_room; answer=함께; topic=Alltag; unit=a1_12_daily_negation; derived from vocab_a1_0486,approved,"Jin 승인 2026-09-15 (owner chat: 'batch_25_a1_jin_sample 승인'; 7/64 표본); C3-T2 승격, Fable 배분어 위생 재선정"
cloze_a1_0421,a1,이 물건을 주세요.,Geben Sie mir bitte diesen Artikel.,Please give me this item.,rights: original_clean_room; answer=물건; topic=결제와 배달; unit=a1_14_payment_delivery; derived from vocab_a1_0487,approved,"Jin 승인 2026-09-15 (owner chat: 'batch_25_a1_jin_sample 승인'; 7/64 표본); C3-T2 승격, Fable 배분어 위생 재선정"
cloze_a1_0422,a1,이 신발 값이 싸요.,Diese Schuhe sind billig.,These shoes are cheap.,rights: original_clean_room; answer=값이; topic=결제와 배달; unit=a1_14_payment_delivery; derived from vocab_a1_0488,approved,"Jin 승인 2026-09-15 (owner chat: 'batch_25_a1_jin_sample 승인'; 7/64 표본); C3-T2 승격, Fable 배분어 위생 재선정"
cloze_a1_0423,a1,물이 필요해요.,Ich brauche Wasser.,I need water.,rights: original_clean_room; answer=필요; topic=결제와 배달; unit=a1_14_payment_delivery; derived from vocab_a1_0489,approved,"Jin 승인 2026-09-15 (owner chat: 'batch_25_a1_jin_sample 승인'; 7/64 표본); C3-T2 승격, Fable 배분어 위생 재선정"
cloze_a1_0424,a1,이 가게는 커피가 맛있어요.,In diesem Laden ist der Kaffee lecker.,The coffee at this shop is delicious.,rights: original_clean_room; answer=가게; topic=결제와 배달; unit=a1_14_payment_delivery; derived from vocab_a1_0490,approved,"Jin 승인 2026-09-15 (owner chat: 'batch_25_a1_jin_sample 승인'; 7/64 표본); C3-T2 승격, Fable 배분어 위생 재선정"
cloze_a1_0425,a1,저는 매일 인사를 해요.,Ich sage jeden Tag Hallo.,I greet people every day.,rights: original_clean_room; answer=인사; topic=Höflichkeit; unit=a1_01_greetings_hangul; derived from vocab_a1_0491,approved,"Jin 승인 2026-09-15 (owner chat: 'batch_25_a1_jin_sample 승인'; 7/64 표본); C3-T2 승격, Fable 배분어 위생 재선정"
cloze_a1_0426,a1,생일 축하해요!,Alles Gute zum Geburtstag!,Happy birthday!,rights: original_clean_room; answer=축하; topic=Höflichkeit; unit=a1_01_greetings_hangul; derived from vocab_a1_0492,approved,"Jin 승인 2026-09-15 (owner chat: 'batch_25_a1_jin_sample 승인'; 7/64 표본); C3-T2 승격, Fable 배분어 위생 재선정"
cloze_a1_0427,a1,"여보세요, 크리스티안이에요.","Hallo, hier ist Christian.","Hello, this is Christian.",rights: original_clean_room; answer=여보세요; topic=Begrüßung; unit=a1_01_greetings_hangul; derived from vocab_a1_0493,approved,"Jin 승인 2026-09-15 (owner chat: 'batch_25_a1_jin_sample 승인'; 7/64 표본); C3-T2 승격, Fable 배분어 위생 재선정"
